0.000000 0.000000 0.000000e+00
0.000000 0.003906 0.000000e+00
0.000000 0.007812 0.000000e+00
0.000000 0.011719 0.000000e+00
0.000000 0.015625 0.000000e+00
0.000000 0.019531 0.000000e+00
0.000000 0.023438 0.000000e+00
0.000000 0.027344 0.000000e+00
0.000000 0.031250 0.000000e+00
0.000000 0.035156 0.000000e+00
0.000000 0.039062 0.000000e+00
0.000000 0.042969 0.000000e+00
0.000000 0.046875 0.000000e+00
0.000000 0.050781 0.000000e+00
0.000000 0.054688 0.000000e+00
0.000000 0.058594 0.000000e+00
0.000000 0.062500 0.000000e+00
0.000000 0.066406 0.000000e+00
0.000000 0.070312 0.000000e+00
0.000000 0.074219 0.000000e+00
0.000000 0.078125 0.000000e+00
0.000000 0.082031 0.000000e+00
0.000000 0.085938 0.000000e+00
0.000000 0.089844 0.000000e+00
0.000000 0.093750 0.000000e+00
0.000000 0.097656 0.000000e+00
0.000000 0.101562 0.000000e+00
0.000000 0.105469 0.000000e+00
0.000000 0.109375 0.000000e+00
0.000000 0.113281 0.000000e+00
0.000000 0.117188 0.000000e+00
0.000000 0.121094 0.000000e+00
0.000000 0.125000 0.000000e+00
0.000000 0.128906 0.000000e+00
0.000000 0.132812 0.000000e+00
0.000000 0.136719 0.000000e+00
0.000000 0.140625 0.000000e+00
0.000000 0.144531 0.000000e+00
0.000000 0.148438 0.000000e+00
0.000000 0.152344 0.000000e+00
0.000000 0.156250 0.000000e+00
0.000000 0.160156 0.000000e+00
0.000000 0.164062 0.000000e+00
0.000000 0.167969 0.000000e+00
0.000000 0.171875 0.000000e+00
0.000000 0.175781 0.000000e+00
0.000000 0.179688 0.000000e+00
0.000000 0.183594 0.000000e+00
0.000000 0.187500 0.000000e+00
0.000000 0.191406 0.000000e+00
0.000000 0.195312 0.000000e+00
0.000000 0.199219 0.000000e+00
0.000000 0.203125 0.000000e+00
0.000000 0.207031 0.000000e+00
0.000000 0.210938 0.000000e+00
0.000000 0.214844 0.000000e+00
0.000000 0.218750 0.000000e+00
0.000000 0.222656 0.000000e+00
0.000000 0.226562 0.000000e+00
0.000000 0.230469 0.000000e+00
0.000000 0.234375 0.000000e+00
0.000000 0.238281 0.000000e+00
0.000000 0.242188 0.000000e+00
0.000000 0.246094 0.000000e+00
0.000000 0.250000 0.000000e+00
0.000000 0.253906 0.000000e+00
0.000000 0.257812 0.000000e+00
0.000000 0.261719 0.000000e+00
0.000000 0.265625 0.000000e+00
0.000000 0.269531 0.000000e+00
0.000000 0.273438 0.000000e+00
0.000000 0.277344 0.000000e+00
0.000000 0.281250 0.000000e+00
0.000000 0.285156 0.000000e+00
0.000000 0.289062 0.000000e+00
0.000000 0.292969 0.000000e+00
0.000000 0.296875 0.000000e+00
0.000000 0.300781 0.000000e+00
0.000000 0.304688 0.000000e+00
0.000000 0.308594 0.000000e+00
0.000000 0.312500 0.000000e+00
0.000000 0.316406 0.000000e+00
0.000000 0.320312 0.000000e+00
0.000000 0.324219 0.000000e+00
0.000000 0.328125 0.000000e+00
0.000000 0.332031 0.000000e+00
0.000000 0.335938 0.000000e+00
0.000000 0.339844 0.000000e+00
0.000000 0.343750 0.000000e+00
0.000000 0.347656 0.000000e+00
0.000000 0.351562 0.000000e+00
0.000000 0.355469 0.000000e+00
0.000000 0.359375 0.000000e+00
0.000000 0.363281 0.000000e+00
0.000000 0.367188 0.000000e+00
0.000000 0.371094 0.000000e+00
0.000000 0.375000 0.000000e+00
0.000000 0.378906 0.000000e+00
0.000000 0.382812 0.000000e+00
0.000000 0.386719 0.000000e+00
0.000000 0.390625 0.000000e+00
0.000000 0.394531 0.000000e+00
0.000000 0.398438 0.000000e+00
0.000000 0.402344 0.000000e+00
0.000000 0.406250 0.000000e+00
0.000000 0.410156 0.000000e+00
0.000000 0.414062 0.000000e+00
0.000000 0.417969 0.000000e+00
0.000000 0.421875 0.000000e+00
0.000000 0.425781 0.000000e+00
0.000000 0.429688 0.000000e+00
0.000000 0.433594 0.000000e+00
0.000000 0.437500 0.000000e+00
0.000000 0.441406 0.000000e+00
0.000000 0.445312 0.000000e+00
0.000000 0.449219 0.000000e+00
0.000000 0.453125 0.000000e+00
0.000000 0.457031 0.000000e+00
0.000000 0.460938 0.000000e+00
0.000000 0.464844 0.000000e+00
0.000000 0.468750 0.000000e+00
0.000000 0.472656 0.000000e+00
0.000000 0.476562 0.000000e+00
0.000000 0.480469 0.000000e+00
0.000000 0.484375 0.000000e+00
0.000000 0.488281 0.000000e+00
0.000000 0.492188 0.000000e+00
0.000000 0.496094 0.000000e+00
0.003906 0.000000 0.000000e+00
0.003906 0.003906 -5.693175e-36
0.003906 0.007812 -2.982135e-35
0.003906 0.011719 -1.483921e-34
0.003906 0.015625 -7.257354e-34
0.003906 0.019531 -3.492599e-33
0.003906 0.023438 -1.653936e-32
0.003906 0.027344 -7.706631e-32
0.003906 0.031250 -3.533155e-31
0.003906 0.035156 -1.593634e-30
0.003906 0.039062 -7.071605e-30
0.003906 0.042969 -3.086925e-29
0.003906 0.046875 -1.325526e-28
0.003906 0.050781 -5.598601e-28
0.003906 0.054688 -2.325812e-27
0.003906 0.058594 -9.502731e-27
0.003906 0.062500 -3.818347e-26
0.003906 0.066406 -1.508793e-25
0.003906 0.070312 -5.862540e-25
0.003906 0.074219 -2.239843e-24
0.003906 0.078125 -8.413930e-24
0.003906 0.082031 -3.107444e-23
0.003906 0.085938 -1.128248e-22
0.003906 0.089844 -4.026945e-22
0.003906 0.093750 -1.412830e-21
